session_id,user_id,timestamp,page,device,browser,location,session_duration,event_type,referral_source,cart_abandoned,num_clicks,num_add_to_cart,num_checkout,predicted_abandoned,actual_vs_pred
s21,u51,2025-04-25 10:51:29,Product,Mobile,Chrome,India,104,checkout,Email,0,,,1.0,0,True
s210,u377,2025-04-25 11:53:19,Product,Mobile,Chrome,Germany,127,add_to_cart,Organic,1,,1.0,,1,True
s211,u375,2025-04-25 10:29:33,Cart,Desktop,Firefox,India,92,checkout,Social Media,0,,,1.0,0,True
s212,u18,2025-04-25 10:09:57,Home,Tablet,Safari,UK,258,add_to_cart,Organic,1,,1.0,,1,True
s213,u296,2025-04-25 11:09:16,Product,Desktop,Safari,Germany,117,click,Email,1,1.0,,,1,True
s216,u166,2025-04-25 11:57:36,Payment,Desktop,Chrome,India,108,checkout,Email,0,,,1.0,0,True
s217,u222,2025-04-25 10:49:27,Payment,Tablet,Chrome,Germany,105,checkout,Email,0,,,1.0,0,True
s219,u422,2025-04-25 10:20:12,Product,Desktop,Chrome,Germany,291,click,Organic,0,1.0,,,0,True
s220,u249,2025-04-25 10:26:09,Home,Desktop,Safari,Germany,228,add_to_cart,Email,1,,2.0,,1,True
s221,u230,2025-04-25 10:17:13,Product,Tablet,Chrome,UK,257,add_to_cart,Email,0,,1.0,,0,True
s222,u346,2025-04-25 10:31:55,Payment,Desktop,Safari,UK,294,checkout,Paid,0,,,1.0,0,True
s223,u225,2025-04-25 11:29:36,Payment,Desktop,Chrome,UK,251,add_to_cart,Organic,1,,1.0,,1,True
s224,u44,2025-04-25 10:24:36,Home,Mobile,Firefox,USA,162,add_to_cart,Organic,1,,1.0,,1,True
s226,u138,2025-04-25 10:49:38,Cart,Mobile,Safari,Germany,123,add_to_cart,Organic,1,,1.0,,1,True
s227,u50,2025-04-25 11:11:26,Home,Desktop,Chrome,USA,283,click,Paid,0,1.0,,,0,True
s228,u398,2025-04-25 10:39:20,Product,Mobile,Chrome,India,121,add_to_cart,Social Media,1,,1.0,,1,True
s229,u118,2025-04-25 10:05:11,Payment,Desktop,Chrome,India,121,add_to_cart,Email,0,,1.0,,0,True
s23,u327,2025-04-25 10:16:00,Cart,Tablet,Chrome,Germany,119,checkout,Social Media,0,,,2.0,0,True
s230,u418,2025-04-25 10:02:10,Product,Desktop,Chrome,Germany,226,click,Paid,0,2.0,,,0,True
s232,u68,2025-04-25 11:35:03,Home,Desktop,Chrome,Germany,293,checkout,Social Media,0,,,1.0,0,True
s234,u206,2025-04-25 10:54:38,Payment,Mobile,Firefox,Germany,264,add_to_cart,Paid,1,,1.0,,1,True
s235,u8,2025-04-25 11:25:03,Home,Desktop,Safari,UK,200,add_to_cart,Email,1,,1.0,,1,True
s238,u91,2025-04-25 11:03:27,Cart,Tablet,Chrome,UK,238,add_to_cart,Paid,1,,2.0,,1,True
s24,u330,2025-04-25 10:21:25,Payment,Mobile,Chrome,India,252,add_to_cart,Email,1,,1.0,,1,True
s240,u94,2025-04-25 10:50:58,Product,Tablet,Firefox,Germany,212,click,Social Media,0,1.0,,,0,True
s241,u272,2025-04-25 10:13:03,Cart,Tablet,Safari,USA,178,checkout,Paid,0,,,2.0,0,True
s242,u191,2025-04-25 10:41:37,Cart,Mobile,Firefox,Germany,67,click,Paid,0,2.0,,,0,True
s243,u185,2025-04-25 10:11:34,Home,Tablet,Chrome,USA,169,checkout,Email,0,,,1.0,0,True
s244,u216,2025-04-25 11:06:46,Payment,Tablet,Safari,USA,143,add_to_cart,Social Media,1,,1.0,,1,True
s248,u288,2025-04-25 10:30:35,Payment,Mobile,Firefox,UK,256,click,Email,0,1.0,,,0,True
s249,u291,2025-04-25 11:13:05,Cart,Mobile,Safari,UK,162,click,Organic,1,1.0,,,1,True
s25,u211,2025-04-25 10:13:20,Home,Tablet,Firefox,UK,116,checkout,Email,0,,,3.0,0,True
s252,u70,2025-04-25 11:56:26,Home,Mobile,Chrome,Germany,82,checkout,Email,0,,,1.0,0,True
s254,u239,2025-04-25 10:15:03,Product,Mobile,Firefox,UK,202,checkout,Organic,0,,,1.0,0,True
s255,u158,2025-04-25 11:17:36,Cart,Mobile,Chrome,Germany,178,click,Social Media,0,1.0,,,0,True
s257,u108,2025-04-25 10:17:46,Home,Mobile,Safari,India,79,click,Social Media,0,1.0,,,0,True
s258,u250,2025-04-25 10:31:46,Cart,Tablet,Safari,UK,266,add_to_cart,Paid,1,,1.0,,1,True
s261,u402,2025-04-25 10:13:05,Payment,Desktop,Chrome,India,62,click,Email,0,1.0,,,0,True
s263,u450,2025-04-25 11:53:11,Product,Desktop,Firefox,India,272,click,Paid,0,1.0,,,0,True
s264,u481,2025-04-25 11:26:52,Payment,Tablet,Chrome,Germany,291,add_to_cart,Paid,1,,1.0,,1,True
s265,u275,2025-04-25 10:57:07,Payment,Tablet,Chrome,Germany,291,click,Paid,0,1.0,,,0,True
s266,u358,2025-04-25 10:44:14,Cart,Tablet,Safari,Germany,77,click,Organic,1,1.0,,,1,True
s268,u213,2025-04-25 10:07:00,Product,Desktop,Safari,India,135,add_to_cart,Organic,1,,1.0,,1,True
s27,u344,2025-04-25 10:12:09,Home,Tablet,Safari,Germany,98,click,Organic,0,1.0,,,0,True
s270,u95,2025-04-25 10:03:34,Cart,Tablet,Safari,USA,212,click,Paid,0,2.0,,,0,True
s272,u45,2025-04-25 10:25:35,Payment,Mobile,Safari,Germany,86,click,Organic,0,1.0,,,0,True
s273,u472,2025-04-25 10:52:35,Home,Tablet,Firefox,India,142,click,Social Media,0,1.0,,,0,True
s274,u23,2025-04-25 10:48:06,Cart,Tablet,Chrome,Germany,238,add_to_cart,Paid,1,,1.0,,1,True
s275,u452,2025-04-25 10:36:06,Cart,Mobile,Firefox,India,162,click,Paid,0,1.0,,,0,True
s276,u6,2025-04-25 10:09:47,Home,Desktop,Safari,Germany,228,add_to_cart,Paid,1,,2.0,,1,True
s278,u444,2025-04-25 11:03:02,Product,Desktop,Firefox,Germany,143,click,Social Media,0,2.0,,,0,True
s28,u424,2025-04-25 10:48:08,Cart,Tablet,Firefox,Germany,88,add_to_cart,Organic,1,,1.0,,1,True
s280,u115,2025-04-25 11:32:15,Product,Mobile,Safari,UK,244,click,Social Media,1,1.0,,,1,True
s282,u215,2025-04-25 10:27:13,Product,Tablet,Safari,India,157,checkout,Email,0,,,1.0,0,True
s285,u138,2025-04-25 10:41:06,Cart,Mobile,Chrome,India,102,add_to_cart,Email,1,,1.0,,1,True
s286,u325,2025-04-25 10:41:20,Product,Mobile,Safari,USA,243,add_to_cart,Social Media,1,,1.0,,1,True
s287,u78,2025-04-25 10:13:57,Product,Tablet,Chrome,India,253,add_to_cart,Email,1,,1.0,,1,True
s288,u217,2025-04-25 10:25:03,Cart,Mobile,Chrome,India,173,checkout,Organic,0,,,1.0,0,True
s29,u378,2025-04-25 10:46:01,Cart,Tablet,Safari,USA,104,checkout,Social Media,0,,,1.0,0,True
s290,u41,2025-04-25 10:33:27,Home,Desktop,Safari,Germany,98,click,Social Media,1,1.0,,,0,False
s291,u134,2025-04-25 10:15:57,Cart,Desktop,Chrome,Germany,283,add_to_cart,Email,0,,1.0,,0,True
s292,u149,2025-04-25 11:00:07,Product,Tablet,Safari,UK,71,click,Paid,0,1.0,,,0,True
s293,u136,2025-04-25 10:19:03,Product,Tablet,Safari,UK,251,checkout,Social Media,0,,,1.0,0,True
s295,u107,2025-04-25 10:41:24,Payment,Tablet,Firefox,India,298,checkout,Social Media,0,,,1.0,0,True
s297,u418,2025-04-25 10:40:31,Product,Mobile,Safari,Germany,97,checkout,Email,0,,,1.0,0,True
s299,u383,2025-04-25 11:30:50,Home,Tablet,Firefox,UK,188,checkout,Organic,0,,,1.0,0,True
s30,u351,2025-04-25 10:58:38,Home,Mobile,Safari,USA,182,click,Organic,0,2.0,,,0,True
s300,u342,2025-04-25 10:17:20,Product,Desktop,Firefox,India,204,click,Paid,0,1.0,,,0,True
s302,u237,2025-04-25 11:59:37,Home,Tablet,Chrome,USA,64,add_to_cart,Paid,1,,1.0,,1,True
s303,u191,2025-04-25 11:01:13,Product,Tablet,Firefox,India,295,click,Social Media,0,2.0,,,0,True
s304,u181,2025-04-25 10:38:49,Payment,Desktop,Safari,USA,242,checkout,Email,0,,,1.0,0,True
s308,u4,2025-04-25 10:46:01,Cart,Desktop,Safari,Germany,171,click,Social Media,0,1.0,,,0,True
s309,u146,2025-04-25 10:42:28,Payment,Tablet,Firefox,India,126,add_to_cart,Paid,0,,2.0,,0,True
s310,u226,2025-04-25 10:09:19,Payment,Mobile,Safari,UK,263,add_to_cart,Organic,1,,1.0,,1,True
s314,u322,2025-04-25 10:21:50,Payment,Tablet,Chrome,Germany,157,checkout,Social Media,0,,,1.0,0,True
s315,u488,2025-04-25 10:45:05,Payment,Mobile,Chrome,Germany,76,checkout,Social Media,0,,,1.0,0,True
s317,u437,2025-04-25 10:14:22,Cart,Mobile,Chrome,Germany,278,click,Paid,1,1.0,,,1,True
s319,u229,2025-04-25 10:31:38,Payment,Mobile,Chrome,Germany,83,add_to_cart,Paid,0,,1.0,,0,True
s32,u14,2025-04-25 10:20:56,Cart,Tablet,Safari,UK,145,click,Social Media,0,1.0,,,0,True
s320,u399,2025-04-25 10:14:33,Home,Desktop,Safari,Germany,217,click,Organic,0,1.0,,,0,True
s321,u260,2025-04-25 10:45:47,Cart,Mobile,Safari,India,240,checkout,Email,0,,,1.0,0,True
s322,u123,2025-04-25 10:23:43,Home,Desktop,Chrome,Germany,175,checkout,Social Media,0,,,1.0,0,True
s323,u330,2025-04-25 11:45:57,Home,Mobile,Safari,USA,236,add_to_cart,Organic,1,,1.0,,1,True
s324,u52,2025-04-25 10:02:02,Cart,Desktop,Chrome,Germany,76,click,Social Media,0,2.0,,,0,True
s325,u268,2025-04-25 11:41:15,Cart,Desktop,Chrome,India,197,click,Paid,0,1.0,,,0,True
s326,u216,2025-04-25 11:04:55,Cart,Mobile,Safari,India,107,add_to_cart,Email,1,,1.0,,1,True
s329,u438,2025-04-25 11:08:21,Product,Tablet,Safari,India,85,checkout,Organic,0,,,1.0,0,True
s330,u95,2025-04-25 10:30:08,Cart,Desktop,Chrome,USA,231,checkout,Organic,0,,,1.0,0,True
s332,u464,2025-04-25 10:58:13,Product,Tablet,Chrome,UK,84,add_to_cart,Email,1,,1.0,,1,True
s333,u492,2025-04-25 10:52:03,Payment,Tablet,Chrome,USA,292,click,Email,0,1.0,,,0,True
s334,u278,2025-04-25 10:14:32,Home,Desktop,Safari,India,253,add_to_cart,Paid,0,,2.0,,0,True
s335,u204,2025-04-25 11:33:09,Home,Mobile,Chrome,UK,235,checkout,Organic,0,,,1.0,0,True
s337,u269,2025-04-25 11:37:37,Payment,Desktop,Firefox,Germany,105,click,Social Media,0,1.0,,,0,True
s338,u142,2025-04-25 10:15:17,Product,Mobile,Chrome,USA,193,checkout,Organic,0,,,1.0,0,True
s339,u225,2025-04-25 11:42:29,Payment,Tablet,Firefox,Germany,215,add_to_cart,Paid,1,,1.0,,1,True
s340,u316,2025-04-25 10:19:00,Product,Desktop,Chrome,UK,196,add_to_cart,Paid,1,,2.0,,1,True
s342,u62,2025-04-25 10:57:09,Cart,Tablet,Safari,Germany,250,click,Paid,0,1.0,,,0,True
s343,u484,2025-04-25 11:41:02,Cart,Tablet,Safari,Germany,132,checkout,Email,0,,,2.0,0,True
s345,u400,2025-04-25 11:02:26,Payment,Tablet,Safari,India,206,click,Email,1,1.0,,,1,True
s348,u258,2025-04-25 11:07:17,Cart,Mobile,Chrome,India,141,checkout,Social Media,0,,,1.0,0,True
s349,u455,2025-04-25 10:51:15,Product,Tablet,Chrome,India,146,checkout,Social Media,0,,,1.0,0,True
s35,u325,2025-04-25 10:49:10,Home,Tablet,Firefox,Germany,119,checkout,Social Media,0,,,1.0,0,True
s350,u430,2025-04-25 10:02:27,Home,Desktop,Firefox,India,196,checkout,Social Media,0,,,2.0,0,True
s351,u115,2025-04-25 10:06:13,Product,Mobile,Chrome,USA,286,add_to_cart,Paid,1,,1.0,,1,True
s352,u336,2025-04-25 11:05:08,Payment,Tablet,Firefox,Germany,137,checkout,Email,0,,,1.0,0,True
s355,u102,2025-04-25 11:33:48,Cart,Mobile,Chrome,UK,102,click,Social Media,0,1.0,,,0,True
s358,u424,2025-04-25 11:57:20,Home,Desktop,Firefox,Germany,89,checkout,Paid,0,,,1.0,0,True
s359,u499,2025-04-25 10:01:48,Home,Tablet,Chrome,UK,241,add_to_cart,Social Media,1,,1.0,,1,True
s36,u341,2025-04-25 10:50:51,Cart,Mobile,Safari,India,140,add_to_cart,Organic,1,,1.0,,1,True
s362,u192,2025-04-25 10:25:26,Product,Desktop,Firefox,USA,188,click,Social Media,0,1.0,,,0,True
s364,u290,2025-04-25 10:01:15,Product,Tablet,Chrome,USA,237,add_to_cart,Organic,1,,1.0,,1,True
s365,u123,2025-04-25 11:45:15,Payment,Desktop,Chrome,USA,101,add_to_cart,Social Media,1,,1.0,,1,True
s366,u101,2025-04-25 10:02:56,Product,Mobile,Chrome,India,272,checkout,Paid,0,,,1.0,0,True
s367,u190,2025-04-25 11:16:20,Payment,Mobile,Firefox,UK,258,checkout,Social Media,0,,,1.0,0,True
s368,u115,2025-04-25 11:49:49,Home,Mobile,Chrome,Germany,281,add_to_cart,Email,0,,1.0,,0,True
s369,u399,2025-04-25 11:19:55,Product,Mobile,Firefox,UK,175,click,Paid,0,1.0,,,0,True
s37,u316,2025-04-25 10:27:15,Home,Desktop,Firefox,Germany,194,add_to_cart,Paid,1,,2.0,,1,True
s371,u428,2025-04-25 10:48:26,Payment,Mobile,Chrome,USA,164,click,Email,0,1.0,,,0,True
s372,u14,2025-04-25 11:37:23,Home,Mobile,Firefox,India,141,click,Social Media,0,1.0,,,0,True
s373,u21,2025-04-25 10:00:04,Home,Tablet,Safari,UK,114,add_to_cart,Social Media,1,,2.0,,1,True
s374,u499,2025-04-25 10:23:56,Product,Desktop,Chrome,India,70,add_to_cart,Paid,0,,1.0,,0,True
s376,u227,2025-04-25 11:25:59,Home,Desktop,Firefox,India,109,click,Paid,0,1.0,,,0,True
s377,u426,2025-04-25 10:07:20,Home,Mobile,Firefox,UK,102,click,Email,0,1.0,,,0,True
s379,u405,2025-04-25 11:58:59,Cart,Tablet,Firefox,India,280,checkout,Organic,0,,,1.0,0,True
s38,u364,2025-04-25 10:44:19,Product,Desktop,Safari,UK,246,checkout,Social Media,0,,,1.0,0,True
s381,u349,2025-04-25 11:19:59,Payment,Desktop,Safari,UK,264,click,Organic,0,1.0,,,0,True
s384,u281,2025-04-25 10:35:53,Product,Mobile,Firefox,UK,153,click,Social Media,0,1.0,,,0,True
s385,u165,2025-04-25 10:02:38,Product,Desktop,Safari,India,107,click,Email,1,1.0,,,0,False
s386,u244,2025-04-25 10:14:49,Cart,Tablet,Firefox,UK,83,click,Organic,0,2.0,,,0,True
s389,u391,2025-04-25 10:21:45,Payment,Tablet,Firefox,Germany,285,add_to_cart,Social Media,1,,2.0,,1,True
s39,u5,2025-04-25 10:30:45,Cart,Mobile,Chrome,UK,279,click,Email,0,1.0,,,0,True
s391,u362,2025-04-25 11:22:28,Product,Tablet,Safari,UK,62,add_to_cart,Email,1,,1.0,,1,True
s392,u108,2025-04-25 10:12:23,Cart,Mobile,Firefox,India,176,click,Organic,0,1.0,,,0,True
s393,u47,2025-04-25 11:51:26,Cart,Tablet,Chrome,USA,186,add_to_cart,Organic,1,,1.0,,1,True
s394,u263,2025-04-25 10:38:15,Home,Mobile,Firefox,USA,73,checkout,Paid,0,,,1.0,0,True
s396,u361,2025-04-25 11:00:51,Home,Desktop,Safari,UK,137,checkout,Social Media,0,,,1.0,0,True
s398,u426,2025-04-25 11:22:41,Cart,Mobile,Firefox,India,137,add_to_cart,Social Media,1,,1.0,,1,True
s399,u139,2025-04-25 10:14:48,Home,Desktop,Firefox,UK,67,click,Email,0,1.0,,,0,True
s4,u61,2025-04-25 10:03:16,Payment,Tablet,Chrome,USA,264,checkout,Social Media,0,,,1.0,0,True
s40,u58,2025-04-25 10:49:33,Cart,Desktop,Chrome,USA,284,checkout,Organic,0,,,2.0,0,True
s401,u130,2025-04-25 11:07:03,Payment,Tablet,Firefox,USA,111,checkout,Paid,0,,,1.0,0,True
s402,u227,2025-04-25 10:49:17,Product,Desktop,Safari,UK,144,click,Email,1,1.0,,,1,True
s403,u245,2025-04-25 10:15:53,Payment,Desktop,Firefox,USA,85,checkout,Paid,0,,,1.0,0,True
s404,u26,2025-04-25 11:49:35,Payment,Mobile,Chrome,UK,167,click,Organic,0,1.0,,,0,True
s406,u146,2025-04-25 10:23:46,Product,Mobile,Safari,USA,146,checkout,Paid,0,,,2.0,0,True
s407,u135,2025-04-25 11:35:44,Product,Desktop,Firefox,Germany,213,add_to_cart,Paid,1,,1.0,,1,True
s409,u96,2025-04-25 11:53:38,Payment,Mobile,Safari,Germany,70,add_to_cart,Email,1,,1.0,,1,True
s410,u213,2025-04-25 10:54:55,Cart,Tablet,Safari,Germany,231,checkout,Paid,0,,,1.0,0,True
s411,u305,2025-04-25 11:55:14,Payment,Desktop,Chrome,Germany,245,add_to_cart,Email,1,,1.0,,1,True
s412,u68,2025-04-25 11:47:23,Cart,Tablet,Safari,UK,272,click,Email,0,1.0,,,0,True
s414,u82,2025-04-25 10:37:14,Product,Desktop,Firefox,UK,228,checkout,Paid,0,,,2.0,0,True
s415,u72,2025-04-25 11:05:35,Payment,Desktop,Firefox,UK,182,click,Paid,1,1.0,,,1,True
s416,u52,2025-04-25 10:36:04,Payment,Mobile,Firefox,Germany,83,click,Social Media,0,1.0,,,0,True
s417,u18,2025-04-25 11:50:35,Product,Desktop,Firefox,Germany,205,checkout,Organic,0,,,1.0,0,True
s418,u386,2025-04-25 11:13:53,Home,Mobile,Firefox,India,217,checkout,Paid,0,,,1.0,0,True
s420,u95,2025-04-25 10:15:23,Home,Mobile,Chrome,USA,111,checkout,Email,0,,,1.0,0,True
s421,u205,2025-04-25 10:25:09,Home,Mobile,Chrome,India,151,click,Organic,0,2.0,,,0,True
s422,u143,2025-04-25 11:42:43,Home,Tablet,Chrome,USA,153,add_to_cart,Paid,1,,1.0,,1,True
s424,u335,2025-04-25 10:18:55,Product,Desktop,Firefox,USA,170,click,Paid,0,1.0,,,0,True
s425,u113,2025-04-25 10:27:42,Payment,Desktop,Firefox,USA,138,add_to_cart,Social Media,1,,1.0,,1,True
s426,u117,2025-04-25 10:33:18,Payment,Mobile,Chrome,India,141,checkout,Organic,0,,,1.0,0,True
s428,u118,2025-04-25 11:19:33,Payment,Desktop,Firefox,India,208,add_to_cart,Paid,1,,1.0,,1,True
s429,u373,2025-04-25 10:11:06,Payment,Tablet,Safari,India,102,checkout,Social Media,0,,,1.0,0,True
s43,u495,2025-04-25 10:44:20,Product,Tablet,Firefox,UK,82,add_to_cart,Organic,1,,1.0,,1,True
s430,u225,2025-04-25 11:01:26,Home,Mobile,Chrome,USA,138,checkout,Organic,0,,,1.0,0,True
s431,u136,2025-04-25 10:13:15,Cart,Tablet,Safari,India,177,checkout,Social Media,0,,,1.0,0,True
s432,u303,2025-04-25 10:22:00,Payment,Desktop,Chrome,India,92,checkout,Paid,0,,,1.0,0,True
s433,u468,2025-04-25 11:17:26,Cart,Desktop,Safari,Germany,161,checkout,Social Media,0,,,1.0,0,True
s434,u115,2025-04-25 11:46:04,Payment,Tablet,Firefox,India,110,add_to_cart,Organic,1,,1.0,,1,True
s437,u158,2025-04-25 11:08:30,Cart,Mobile,Safari,Germany,86,checkout,Email,0,,,1.0,0,True
s438,u245,2025-04-25 10:10:38,Product,Tablet,Chrome,Germany,62,click,Email,1,2.0,,,1,True
s439,u277,2025-04-25 10:18:03,Payment,Desktop,Firefox,Germany,108,click,Organic,0,1.0,,,0,True
s44,u159,2025-04-25 10:22:14,Product,Mobile,Safari,USA,77,click,Organic,0,2.0,,,0,True
s441,u331,2025-04-25 10:26:02,Payment,Tablet,Firefox,India,131,add_to_cart,Organic,1,,3.0,,1,True
s442,u34,2025-04-25 10:54:16,Payment,Desktop,Chrome,Germany,170,add_to_cart,Social Media,1,,1.0,,1,True
s443,u444,2025-04-25 10:49:49,Home,Desktop,Chrome,UK,95,click,Organic,0,1.0,,,0,True
s444,u366,2025-04-25 10:04:42,Product,Mobile,Safari,India,274,checkout,Organic,0,,,1.0,0,True
s446,u327,2025-04-25 10:51:08,Payment,Desktop,Safari,USA,138,checkout,Paid,0,,,1.0,0,True
s448,u458,2025-04-25 11:18:19,Cart,Desktop,Safari,USA,187,checkout,Paid,0,,,1.0,0,True
s45,u60,2025-04-25 10:22:40,Product,Tablet,Safari,Germany,184,add_to_cart,Organic,0,,2.0,,0,True
s451,u376,2025-04-25 11:52:30,Cart,Mobile,Chrome,USA,261,click,Email,0,1.0,,,0,True
s454,u171,2025-04-25 11:46:22,Product,Desktop,Safari,India,195,checkout,Paid,0,,,1.0,0,True
s455,u190,2025-04-25 10:10:55,Home,Tablet,Firefox,Germany,217,checkout,Email,0,,,3.0,0,True
s456,u182,2025-04-25 10:30:29,Cart,Mobile,Firefox,UK,126,checkout,Email,0,,,1.0,0,True
s461,u159,2025-04-25 10:28:11,Product,Desktop,Firefox,India,226,click,Email,0,1.0,,,0,True
s462,u78,2025-04-25 10:46:39,Payment,Tablet,Chrome,India,246,add_to_cart,Paid,1,,1.0,,1,True
s463,u328,2025-04-25 11:27:54,Payment,Desktop,Safari,USA,243,click,Organic,0,1.0,,,0,True
s464,u71,2025-04-25 10:21:09,Home,Mobile,Chrome,India,229,add_to_cart,Paid,0,,1.0,,0,True
s466,u500,2025-04-25 11:02:27,Home,Desktop,Safari,UK,92,add_to_cart,Email,1,,1.0,,1,True
s467,u51,2025-04-25 10:32:22,Payment,Desktop,Firefox,USA,78,add_to_cart,Social Media,1,,1.0,,1,True
s469,u35,2025-04-25 10:04:17,Cart,Desktop,Safari,USA,131,checkout,Social Media,0,,,1.0,0,True
s47,u170,2025-04-25 10:28:32,Product,Desktop,Safari,UK,200,add_to_cart,Paid,1,,1.0,,1,True
s470,u62,2025-04-25 10:18:03,Payment,Desktop,Firefox,USA,297,click,Social Media,0,1.0,,,0,True
s471,u194,2025-04-25 10:52:37,Product,Desktop,Chrome,USA,193,checkout,Social Media,0,,,1.0,0,True
s473,u322,2025-04-25 10:18:22,Home,Desktop,Safari,India,272,click,Social Media,0,1.0,,,0,True
s474,u195,2025-04-25 11:09:25,Home,Mobile,Firefox,India,107,click,Social Media,0,1.0,,,0,True
s475,u447,2025-04-25 10:12:35,Home,Tablet,Safari,USA,133,checkout,Social Media,0,,,1.0,0,True
s476,u104,2025-04-25 10:20:07,Cart,Desktop,Safari,Germany,62,add_to_cart,Organic,1,,1.0,,1,True
s477,u11,2025-04-25 11:24:09,Home,Mobile,Chrome,Germany,253,click,Organic,1,1.0,,,0,False
s478,u132,2025-04-25 11:50:44,Cart,Desktop,Safari,Germany,205,click,Organic,0,1.0,,,0,True
s479,u39,2025-04-25 10:27:40,Product,Tablet,Chrome,USA,87,click,Social Media,0,1.0,,,0,True
s48,u47,2025-04-25 10:53:41,Payment,Desktop,Chrome,UK,72,click,Email,0,1.0,,,0,True
s480,u274,2025-04-25 10:32:39,Cart,Mobile,Chrome,UK,233,checkout,Social Media,0,,,1.0,0,True
s481,u377,2025-04-25 10:33:02,Cart,Desktop,Chrome,USA,273,click,Email,0,1.0,,,0,True
s483,u253,2025-04-25 10:09:57,Home,Mobile,Chrome,Germany,213,checkout,Organic,0,,,1.0,0,True
s484,u58,2025-04-25 11:17:57,Home,Tablet,Safari,UK,187,click,Paid,0,1.0,,,1,False
s485,u405,2025-04-25 11:07:27,Home,Mobile,Safari,UK,179,checkout,Paid,0,,,1.0,0,True
s486,u19,2025-04-25 10:25:40,Product,Mobile,Chrome,USA,214,checkout,Paid,0,,,1.0,0,True
s487,u50,2025-04-25 10:06:46,Payment,Tablet,Safari,Germany,99,click,Email,0,1.0,,,0,True
s488,u473,2025-04-25 11:39:01,Payment,Tablet,Firefox,USA,131,add_to_cart,Organic,1,,1.0,,0,False
s489,u318,2025-04-25 10:33:16,Product,Mobile,Firefox,India,147,click,Social Media,1,1.0,,,1,True
s493,u237,2025-04-25 10:20:18,Product,Desktop,Chrome,India,210,click,Paid,0,1.0,,,0,True
s494,u435,2025-04-25 10:30:46,Cart,Tablet,Chrome,Germany,294,click,Social Media,0,2.0,,,0,True
s495,u310,2025-04-25 11:04:04,Home,Mobile,Firefox,Germany,115,checkout,Social Media,0,,,1.0,0,True
s496,u408,2025-04-25 10:24:08,Payment,Tablet,Safari,India,265,checkout,Email,0,,,1.0,0,True
s497,u37,2025-04-25 10:36:21,Payment,Mobile,Safari,India,88,checkout,Social Media,0,,,1.0,0,True
s498,u39,2025-04-25 10:24:10,Cart,Desktop,Chrome,USA,259,click,Organic,1,1.0,,,1,True
s499,u109,2025-04-25 10:23:16,Home,Desktop,Firefox,India,101,add_to_cart,Social Media,1,,2.0,,1,True
s5,u63,2025-04-25 11:14:45,Cart,Desktop,Chrome,Germany,183,checkout,Email,0,,,1.0,0,True
s50,u83,2025-04-25 10:11:47,Product,Tablet,Chrome,Germany,228,checkout,Email,0,,,1.0,0,True
s500,u234,2025-04-25 11:15:15,Product,Mobile,Chrome,USA,281,click,Email,0,1.0,,,0,True
s502,u18,2025-04-25 10:16:13,Product,Mobile,Firefox,UK,236,checkout,Paid,0,,,1.0,0,True
s503,u449,2025-04-25 10:30:50,Payment,Tablet,Chrome,USA,63,add_to_cart,Paid,0,,1.0,,1,False
s505,u391,2025-04-25 11:15:44,Product,Mobile,Safari,Germany,174,click,Paid,0,1.0,,,0,True
s506,u115,2025-04-25 11:26:26,Home,Mobile,Firefox,Germany,203,click,Email,0,1.0,,,0,True
s507,u105,2025-04-25 10:14:08,Payment,Desktop,Safari,Germany,160,click,Organic,0,1.0,,,0,True
s509,u405,2025-04-25 10:51:20,Payment,Tablet,Chrome,UK,126,click,Paid,0,1.0,,,1,False
s51,u24,2025-04-25 10:33:25,Payment,Tablet,Chrome,Germany,166,checkout,Paid,0,,,1.0,0,True
s511,u144,2025-04-25 11:44:41,Home,Mobile,Safari,USA,230,add_to_cart,Paid,1,,1.0,,1,True
s512,u492,2025-04-25 10:15:29,Home,Tablet,Chrome,Germany,192,add_to_cart,Organic,0,,1.0,,0,True
s514,u51,2025-04-25 10:26:57,Payment,Mobile,Firefox,USA,231,checkout,Paid,0,,,1.0,0,True
s516,u99,2025-04-25 10:04:38,Home,Tablet,Chrome,India,300,checkout,Paid,0,,,1.0,0,True
s517,u279,2025-04-25 10:12:34,Home,Desktop,Safari,India,176,add_to_cart,Email,1,,2.0,,1,True
s518,u64,2025-04-25 10:51:24,Payment,Desktop,Chrome,USA,267,add_to_cart,Social Media,1,,1.0,,1,True
s519,u300,2025-04-25 10:16:03,Payment,Desktop,Firefox,UK,278,click,Organic,0,1.0,,,0,True
s521,u442,2025-04-25 11:20:29,Home,Mobile,Safari,UK,239,click,Email,0,1.0,,,0,True
s522,u23,2025-04-25 11:36:46,Payment,Desktop,Safari,USA,153,add_to_cart,Organic,1,,1.0,,1,True
s524,u394,2025-04-25 10:12:14,Product,Mobile,Firefox,USA,75,checkout,Email,0,,,1.0,0,True
s525,u102,2025-04-25 10:23:41,Product,Tablet,Chrome,USA,257,checkout,Social Media,0,,,1.0,0,True
s526,u352,2025-04-25 11:22:05,Product,Mobile,Chrome,India,98,click,Organic,0,1.0,,,0,True
s531,u385,2025-04-25 10:33:45,Cart,Tablet,Firefox,USA,130,add_to_cart,Organic,0,,1.0,,0,True
s532,u322,2025-04-25 11:09:17,Cart,Desktop,Chrome,India,174,add_to_cart,Organic,0,,1.0,,0,True
